TIENDA;DIRECCION CAMARA Y COMERCIO;CIUDAD/MUNICIPIO;DEPARTAMENTO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MINITIENDA IBAGUE;KM 11 VIA IBAGUE - ESPINAL PARQUE EMPRESARIAL STRATEGIK;IBAGUE;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUILA TESALIA ;CL 6A # 9 - 67;TESALIA;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DONCELLO;CR 4 # 4 - 36;DONCELLO;CAQUETA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEIVA TIMANCO;CR 22 # 12A - 15 SUR;NEIVA;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEIVA INMACULADA ;PROYECTO ALTO CHICALA SUPERMANZANA 7 LOTE 1;NEIVA;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOLIMA ROVIRA;CR 2 # 3 - 36/38 ;ROVIRA;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORCASIA;CR 7 N. 11 - 19 CL 12 N. 7 -21731 PREDIO RESULTANTE N. 4;NORCASIA;CALDAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAMANA;CL 7 NO. 9-26/36;SAMANA;CALDAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VICTORIA;CR 6 10 25/35;VICTORIA;CALDAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DORADA CENTRO;CL 15 3-41/45/49;LA DORADA;CALDAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DORADA ALPES;CR 5 6 34;LA DORADA;CALDAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DORADA FERIAS ;CR 4 44-44;LA DORADA;CALDAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DORADA 4;CR 3 22-19;LA DORADA;CALDAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTO SALGAR;CR 10  11 18;PUERTO SALGAR;CUNDINAMARCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEIVA ALTICO;CR 10 # 6A 50;NEIVA;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOLEMAIDA;FUERTE MILITAR DE TOLEMAIDA  ;NILO;CUNDINAMARCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUILA GARZON;CR 10 # 10-79 ;GARZON;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBAGUE ANTONIO NARI¥O;AV AMBALA # 29 - 09;IBAGUE;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GARZON CENTRO;CR 11 # 3 - 11;GARZON;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RICAURTE BULEVAR;CL 10 # 5 -215 LOCAL 4,5 Y 6 ;RICAURTE;CUNDINAMARCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN AGUSTIN ;CL 3 # 9  - 23  ;SAN AGUSTIN;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVENIDA PASTRANA ;AV 3 NO 15-60 ;PITALITO;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANTABRIA;CR 8 NO 121 225 ;IBAGUE;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEIVA TENERIFE;AV TENERIFE CL 21 # 7A - 21 ;NEIVA;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOLIMA PURIFICACIàN;CR 6A 5 - 58;PURIFICACIàN;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBAGUE BARLOVENTO;CR 7 # 75A - 47 LOCAL 1 EDIFICIO TORRES DE BARLOVENTO;IBAGUE;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESPINAL PLAZA;CL 10 #10 - 4 - 61;ESPINAL;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUILA AGRADO;CR 5 # 07 - 31;AGRADO;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORITO PUTUMAYO;CL 8 #9B-14 HOTEL SAMARAM;ORITO;PUTUMAYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUERTO ASIS KENNEDY;AV COCAYA T25 # 31B-49;PUERTO ASIS;PUTUMAYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUILA ACEVEDO;CR 5 N 2 - 46;ACEVEDO;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBAGUE CL 60 AMBALA;CR 14 # 44 - 63;IBAGUE;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VENADILLO CENTRO;CR 5TA #3 -66;VENADILLO;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PUERTO SALGAR BASE AEREA;CL 14 #11-27;PUERTO SALGAR;CUNDINAMARCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBAGUE JORDAN CR 5;CR 5 # 64A - 104 MZ 18;IBAGUE;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GIRARDOT CRA 10;CR 10 # 28 - 35;GIRARDOT;CUNDINAMARCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAQ BELEN;CR 4 # 2 D 102-112 BARRIO CIUDAD MODELO;BELEN DE LOS ANDAQUIES;CAQUETA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAQ CHAIRA CENTRO;CL 4 # 7 -34-38 BARRIO ANTIOQUIA;CARTAGENA DEL CHAIRA;CAQUETA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEIVA CENTRO;CL 12 # 6 - 82;NEIVA;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAN MIGUEL PUTUMAYO;CR 4 # 5 - 45 CENTRO;SAN MIGUEL;PUTUMAYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUILA GUADALUPE;CR 4 # 3 - 38 BARRIO SANTA LUCIA;GUADALUPE;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VILLAGARZON PUTUMAYO;CL 3 # 06-05;VILLAGARZON;PUTUMAYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOL PLANADAS GALERIA;CL 8 # 4-51 BARRIO AEROPUERTO PLANADAS;PLANADAS;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PITALITO BRUSELAS;CL 6 # 4-29 ;PITALITO;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUILA SUAZA;CL 7 # 5 - 66 ;SUAZA;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GIRARDOT AV BAVARIA;AV 29 CL 23 ESQUINA;GIRARDOT;CUNDINAMARCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PITALITO VILLA SOFIA;CR 1 A CL 17 22 - 28;PITALITO;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEIVA PTA DEL SOL;CR 33 # 30A - 05 SUR BARRIO PUERTA DEL SOL;NEIVA;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUILA CAMPO ALEGRE;CR 8 # 16 - 30;CAMPO ALEGRE;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUILA ISNOS;CL 4 No. 5-40/42;ISNOS;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOL MARIQUITA DORADO;CL 7 # 7-63 EL DORADO;MARIQUITA;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FLORENCIA CALLE 21;CL 21 # 4C-94/96/102 ;FLORENCIA;CAQUETA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUAMO CENTRO;CL 11 # 09-24 BARRIO CENTRO ;GUAMO;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MELGAR SICOMORO;CL 7 # 50-105 BARRIO RESACAS;MELGAR;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FLORENCIA TRONCAL;CR 11 # 4A SUR 20 ;FLORENCIA;CAQUETA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAQ SAN VICEN CAGUAN;CL 4A # 05 - 71 BARRIO CENTRO ;SAN VICENTE DEL CAGUAN;CAQUETA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEIVA COMUNEROS;CL 8 # 1H 24-28 ;NEIVA;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOCOA PABLO VI;CR 3 # 9A 46 PABLO Vl;MOCOA;PUTUMAYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GIRARDOT AV NARI¥O;CR 24 # 9-33 BARRIO LA COLINA;GIRARDOT;CUNDINAMARCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBAGUE ARRAYANES;CR 5 # 67 - 29/49;IBAGUE;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PITALITO PLAZA CIVIC;CL 7 # 3-14;PITALITO;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MELGAR SULTANA;CL 13 # 10 - 54;MELGAR;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBAGUE MONTECARLO;CR 14 # 126 ?322/340 ;IBAGUE;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBAGUE RICAURTE;CALLE 23 BIS # 11-15 BARRIO RICAURTE;IBAGUE;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBAGUE PANOPTICO;CL 10 # 7 - 51 BR BELEN CASA LT;IBAGUE;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEIVA LAS GRANJAS;AV. 26 O CRA 8A # 35-08/22 ;NEIVA;HUILA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"CHAPARRAL SIMàN BOLIVAR	";Calle 10 # 4 - 37;CHAPARRAL;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAQ SAN VICENTE JARDIN;calle 9¦ N 5- 50/ 58/59/66/71;SAN VICENTE DEL CAGUAN;CAQUETA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBAGUE CALLE 19;)ÿcalle 19 (Kr 7 No. 19-7-12 Barrio Interlaken) ;IBAGUE;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FLANDES AV PANAMERICANA;Manzana G Lote 1 /19 ;FLANDES;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HONDA SANTA BARBARA;Carrera 12 26-42 barrio santa b rbara;HONDA;TOLIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
